,Unnamed: 0,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Y,Sex_F,Sex_I,Sex_M
2056,2056,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,True,False,False
2057,2057,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8,False,True,False
2058,2058,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,False,False,True
2059,2059,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8,False,True,False
2060,2060,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,False,False,True
2061,2061,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,True,False,False
2062,2062,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,False,False,True
2063,2063,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,False,False,True
2064,2064,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,False,False,True
2065,2065,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8,True,False,False
2066,2066,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,True,False,False
2067,2067,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,True,False,False
2068,2068,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,True,False,False
2069,2069,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,False,False,True
2070,2070,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,False,True,False
2071,2071,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,True,False,False
2072,2072,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,False,False,True
2073,2073,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,True,False,False
2074,2074,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,True,False,False
2075,2075,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,False,False,True
2076,2076,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,True,False,False
2077,2077,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,True,False,False
2078,2078,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8,False,False,True
2079,2079,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,True,False,False
2080,2080,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,False,False,True
2081,2081,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,False,False,True
2082,2082,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,True,False,False
2083,2083,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,False,False,True
2084,2084,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,True,False,False
2085,2085,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,True,False,False
2086,2086,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,True,False,False
2087,2087,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,False,False,True
2088,2088,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,True,False,False
2089,2089,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,True,False,False
2091,2091,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,True,False,False
2092,2092,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,False,False,True
2093,2093,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,True,False,False
2094,2094,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,False,True,False
2095,2095,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,False,False,True
2096,2096,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11,False,False,True
2097,2097,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,False,False,True
2098,2098,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,False,False,True
2099,2099,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,True,False,False
2100,2100,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,False,True,False
2102,2102,0.41,0.31,0.11,0.315,0.124,0.082,0.095,9,False,True,False
2103,2103,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,False,False,True
2104,2104,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,True,False,False
2105,2105,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,False,False,True
2106,2106,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,False,False,True
2107,2107,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,True,False,False
2109,2109,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,False,False,True
2110,2110,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,False,True,False
2111,2111,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,False,True,False
2112,2112,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,False,False,True
2113,2113,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7,False,True,False
2116,2116,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,False,True,False
2117,2117,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,True,False,False
2118,2118,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,True,False,False
2119,2119,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,False,True,False
2120,2120,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,False,False,True
2121,2121,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,False,True,False
2122,2122,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,True,False,False
2123,2123,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,True,False,False
2124,2124,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,False,False,True
2125,2125,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,False,False,True
2126,2126,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,True,False,False
2127,2127,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,False,True,False
2128,2128,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,False,False,True
2129,2129,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,False,False,True
2130,2130,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,False,False,True
2131,2131,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,False,False,True
2132,2132,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,True,False,False
2133,2133,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,False,False,True
2134,2134,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,True,False,False
2135,2135,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,False,False,True
2136,2136,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,True,False,False
2137,2137,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,True,False,False
2138,2138,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,True,False,False
2139,2139,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,False,False,True
2140,2140,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,True,False,False
2141,2141,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,False,True,False
2142,2142,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,False,True,False
2143,2143,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,False,False,True
2144,2144,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,False,False,True
2145,2145,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,True,False,False
2146,2146,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,False,False,True
2147,2147,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,False,False,True
2148,2148,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,False,False,True
2149,2149,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,False,False,True
2150,2150,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,False,False,True
2152,2152,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,True,False,False
2153,2153,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,False,True,False
2154,2154,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,False,False,True
2155,2155,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,False,False,True
2156,2156,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,False,False,True
2158,2158,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14,False,False,True
2159,2159,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,True,False,False
2162,2162,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,True,False,False
2163,2163,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9,True,False,False
2164,2164,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,False,False,True
2165,2165,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,True,False,False
2166,2166,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,False,True,False
2167,2167,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,True,False,False
2168,2168,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,False,False,True
2170,2170,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,False,False,True
2171,2171,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,False,True,False
2172,2172,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,False,True,False
2173,2173,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,False,False,True
2174,2174,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,True,False,False
2175,2175,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,False,False,True
2177,2177,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,True,False,False
2178,2178,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,True,False,False
2179,2179,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,True,False,False
2181,2181,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,False,False,True
2182,2182,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,False,False,True
2183,2183,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,False,False,True
2184,2184,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,False,True,False
2185,2185,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,False,False,True
2186,2186,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9,True,False,False
2187,2187,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,False,False,True
2188,2188,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12,False,False,True
2189,2189,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,True,False,False
2190,2190,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11,False,False,True
2191,2191,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,False,False,True
2192,2192,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,True,False,False
2193,2193,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6,False,True,False
2194,2194,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,False,True,False
2195,2195,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,False,True,False
2196,2196,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11,False,True,False
2197,2197,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,False,True,False
2198,2198,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,False,True,False
2200,2200,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13,True,False,False
2204,2204,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,False,False,True
2205,2205,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,False,True,False
2206,2206,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,True,False,False
2207,2207,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8,False,False,True
2208,2208,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16,True,False,False
2212,2212,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13,True,False,False
2214,2214,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8,True,False,False
2215,2215,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,True,False,False
2216,2216,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7,False,True,False
2217,2217,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,True,False,False
2218,2218,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14,False,False,True
2219,2219,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13,True,False,False
2220,2220,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8,True,False,False
2222,2222,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,True,False,False
2223,2223,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,True,False,False
2224,2224,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,True,False,False
2225,2225,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,False,False,True
2226,2226,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,False,True,False
2227,2227,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7,False,True,False
2228,2228,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12,True,False,False
2229,2229,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,False,False,True
2230,2230,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,False,False,True
2231,2231,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,True,False,False
2232,2232,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,True,False,False
2234,2234,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,True,False,False
2235,2235,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13,False,False,True
2236,2236,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15,True,False,False
2238,2238,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8,False,True,False
2239,2239,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,True,False,False
2240,2240,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12,False,False,True
2241,2241,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,True,False,False
2242,2242,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7,True,False,False
2243,2243,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,False,False,True
2244,2244,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11,False,True,False
2245,2245,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9,False,False,True
2246,2246,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10,True,False,False
2247,2247,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9,True,False,False
2248,2248,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,False,False,True
2249,2249,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12,True,False,False
2250,2250,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11,False,False,True
2251,2251,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13,False,False,True
2252,2252,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14,True,False,False
2253,2253,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11,True,False,False
2254,2254,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,False,False,True
2255,2255,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12,False,False,True
2256,2256,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8,False,False,True
2257,2257,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13,False,False,True
2258,2258,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8,False,False,True
2259,2259,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13,True,False,False
2260,2260,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10,False,False,True
2261,2261,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11,False,False,True
2263,2263,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13,True,False,False
2264,2264,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14,False,True,False
2265,2265,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13,True,False,False
2266,2266,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14,True,False,False
2267,2267,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,True,False,False
2268,2268,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13,True,False,False
2269,2269,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12,False,False,True
2271,2271,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14,True,False,False
2272,2272,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15,False,False,True
2273,2273,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13,True,False,False
2274,2274,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15,False,False,True
2276,2276,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14,True,False,False
2278,2278,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9,False,False,True
2279,2279,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10,False,False,True
2280,2280,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9,False,False,True
2281,2281,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8,False,True,False
2282,2282,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,True,False,False
2283,2283,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7,False,True,False
2284,2284,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9,False,True,False
2285,2285,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9,False,True,False
2286,2286,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9,True,False,False
2287,2287,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,True,False,False
2288,2288,0.33,0.265,0.09,0.18,0.068,0.036,0.06,6,False,True,False
2289,2289,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10,True,False,False
2290,2290,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6,False,True,False
2291,2291,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10,False,False,True
2292,2292,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9,True,False,False
2293,2293,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6,False,True,False
2294,2294,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,False,False,True
2295,2295,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10,True,False,False
2296,2296,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13,True,False,False
2297,2297,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8,False,False,True
2298,2298,0.415,0.325,0.1,0.385,0.167,0.08,0.125,7,False,True,False
2299,2299,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8,False,True,False
2300,2300,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,True,False,False
2301,2301,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10,True,False,False
2302,2302,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9,False,False,True
2303,2303,0.58,0.455,0.12,0.94,0.399,0.257,0.265,11,True,False,False
2304,2304,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,False,False,True
2306,2306,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12,True,False,False
2307,2307,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16,True,False,False
2308,2308,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11,False,False,True
2309,2309,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13,False,False,True
2310,2310,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13,True,False,False
2311,2311,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,False,False,True
2312,2312,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8,False,True,False
2313,2313,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16,False,False,True
2314,2314,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14,True,False,False
2316,2316,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13,False,False,True
2317,2317,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13,False,False,True
2318,2318,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12,True,False,False
2319,2319,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15,True,False,False
2320,2320,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10,False,True,False
2321,2321,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14,False,False,True
2322,2322,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,False,False,True
2323,2323,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8,False,True,False
2325,2325,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,True,False,False
2326,2326,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11,False,False,True
2327,2327,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13,False,False,True
2328,2328,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15,True,False,False
2329,2329,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,False,True,False
2330,2330,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,False,True,False
2331,2331,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,False,False,True
2332,2332,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9,True,False,False
2333,2333,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,False,False,True
2337,2337,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11,False,False,True
2340,2340,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11,True,False,False
2341,2341,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7,False,True,False
2342,2342,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6,False,True,False
2343,2343,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6,False,True,False
2346,2346,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,True,False,False
2347,2347,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,False,False,True
2348,2348,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16,False,False,True
2349,2349,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,True,False,False
2350,2350,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12,True,False,False
2354,2354,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,False,False,True
2355,2355,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13,False,False,True
2356,2356,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,False,False,True
2359,2359,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,True,False,False
2360,2360,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,True,False,False
2361,2361,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,False,False,True
2364,2364,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,True,False,False
2365,2365,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,True,False,False
2367,2367,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,False,False,True
2368,2368,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,True,False,False
2369,2369,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,False,True,False
2370,2370,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,False,True,False
2372,2372,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,True,False,False
2373,2373,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,True,False,False
2374,2374,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,False,True,False
2375,2375,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,False,False,True
2376,2376,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,True,False,False
2377,2377,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,False,True,False
2378,2378,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,False,True,False
2379,2379,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,True,False,False
2380,2380,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,False,False,True
2381,2381,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,False,False,True
2382,2382,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,False,True,False
2383,2383,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,True,False,False
2384,2384,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,True,False,False
2385,2385,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,True,False,False
2386,2386,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,True,False,False
2387,2387,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,False,True,False
2388,2388,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,False,True,False
2389,2389,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,False,False,True
2390,2390,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,True,False,False
2391,2391,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,False,False,True
2392,2392,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,False,False,True
2393,2393,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,False,True,False
2394,2394,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,False,True,False
2395,2395,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,False,True,False
2396,2396,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,False,True,False
2398,2398,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,False,True,False
2400,2400,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,False,True,False
2401,2401,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,True,False,False
2402,2402,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,False,True,False
2403,2403,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,False,False,True
2404,2404,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,False,True,False
2405,2405,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,False,True,False
2406,2406,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,True,False,False
2407,2407,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,False,True,False
2408,2408,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,False,True,False
2409,2409,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,True,False,False
2410,2410,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,True,False,False
2411,2411,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,False,True,False
2412,2412,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,False,False,True
2413,2413,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,True,False,False
2414,2414,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,False,True,False
2415,2415,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,False,False,True
2417,2417,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,False,False,True
2419,2419,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,True,False,False
2420,2420,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,False,False,True
2421,2421,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,False,True,False
2422,2422,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,True,False,False
2423,2423,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,True,False,False
